loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7055124640464783,0.6539692878723145,1741938759,,False,1,450d7_00021,2025-03-14_00-52-39,9.420090913772583,9.420090913772583,18644,PS2023NAHFSMES,127.0.0.1,9.420090913772583,1
