mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-15.468544454710553,1742821222,,False,1,0187c_00124,2025-03-24_06-00-22,598.0551002025604,598.0551002025604,3204,PS2023NAHFSMES,127.0.0.1,598.0551002025604,1
-15.468544454710553,1742821222,,False,2,0187c_00124,2025-03-24_06-00-22,0.0,598.0551002025604,3204,PS2023NAHFSMES,127.0.0.1,598.0551002025604,2
