mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.08419931494945632,1742700616,,False,1,1ec3a_00010,2025-03-22_20-30-16,0.0174407958984375,0.0174407958984375,23164,PS2023NAHFSMES,127.0.0.1,0.0174407958984375,1
