loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6945896744728088,0.5926094651222229,1741932395,,False,1,712b9_00000,2025-03-13_23-06-35,14.776163339614868,14.776163339614868,1756,PS2023NAHFSMES,127.0.0.1,14.776163339614868,1
