loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8758492469787598,0.6687991619110107,1741932572,,False,1,712b9_00008,2025-03-13_23-09-32,7.633996486663818,7.633996486663818,23104,PS2023NAHFSMES,127.0.0.1,7.633996486663818,1
