mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.10867242075684067,1742700623,,False,1,1ec3a_00020,2025-03-22_20-30-23,0.011399507522583008,0.011399507522583008,21164,PS2023NAHFSMES,127.0.0.1,0.011399507522583008,1
