loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.1503866910934448,1741859291,,False,1,4ec47_00276,2025-03-13_02-48-11,82.57280969619751,82.57280969619751,7696,PS2023NAHFSMES,127.0.0.1,82.57280969619751,1
