loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6842682957649231,0.6294460296630859,1741943816,,False,1,450d7_00278,2025-03-14_02-16-56,10.145116329193115,10.145116329193115,6748,PS2023NAHFSMES,127.0.0.1,10.145116329193115,1
