mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-inf,1742622028,,False,1,ac002_00034,2025-03-21_22-40-28,0.005640983581542969,0.005640983581542969,9588,PS2023NAHFSMES,127.0.0.1,0.005640983581542969,1
