loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8406280875205994,0.9344679117202759,1741932149,,False,1,d5b58_00001,2025-03-13_23-02-29,18.754911184310913,18.754911184310913,18136,PS2023NAHFSMES,127.0.0.1,18.754911184310913,1
