loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.8005130290985107,1.1043691635131836,1741934597,,False,1,cb228_00041,2025-03-13_23-43-17,11.198260068893433,11.198260068893433,26236,PS2023NAHFSMES,127.0.0.1,11.198260068893433,1
