loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6822503805160522,0.7204448580741882,1741931506,,False,1,6f9d9_00037,2025-03-13_22-51-46,9.71141004562378,9.71141004562378,24496,PS2023NAHFSMES,127.0.0.1,9.71141004562378,1
