mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
6.676717249979265,1742639467,,False,1,0d403_00028,2025-03-22_03-31-07,579.3869681358337,579.3869681358337,18808,PS2023NAHFSMES,127.0.0.1,579.3869681358337,1
6.676717249979265,1742639467,,False,2,0d403_00028,2025-03-22_03-31-07,0.0,579.3869681358337,18808,PS2023NAHFSMES,127.0.0.1,579.3869681358337,2
