loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6879939436912537,0.6346729397773743,1741934067,,False,1,cb228_00011,2025-03-13_23-34-27,9.385182619094849,9.385182619094849,24112,PS2023NAHFSMES,127.0.0.1,9.385182619094849,1
