mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-inf,1742621998,,False,1,ac002_00029,2025-03-21_22-39-58,0.0053217411041259766,0.0053217411041259766,7204,PS2023NAHFSMES,127.0.0.1,0.0053217411041259766,1
