loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.0686297416687012,0.6417666077613831,1741932296,,False,1,d5b58_00007,2025-03-13_23-04-56,12.118048906326294,12.118048906326294,20624,PS2023NAHFSMES,127.0.0.1,12.118048906326294,1
