loss,test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.0472502708435059,1.4830386638641357,1741937021,,False,1,aa7b4_00011,2025-03-14_00-23-41,10.59956979751587,10.59956979751587,25308,PS2023NAHFSMES,127.0.0.1,10.59956979751587,1
