mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.093381854845349,1742868231,,False,1,5c5a8_00028,2025-03-24_19-03-51,0.015940427780151367,0.015940427780151367,31708,PS2023NAHFSMES,127.0.0.1,0.015940427780151367,1
