loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.14992666244506836,1742473747,,False,1,37015_01467,2025-03-20_05-29-07,2.2620930671691895,2.2620930671691895,25028,PS2023NAHFSMES,127.0.0.1,2.2620930671691895,1
0.14992666244506836,1742473747,,False,2,37015_01467,2025-03-20_05-29-07,0.001003265380859375,2.263096332550049,25028,PS2023NAHFSMES,127.0.0.1,2.263096332550049,2
